,adm1_psgc,adm2_psgc,region,province,date,month_name,month_num,cases,deaths
0,100000000,105500000,Region I (Ilocos Region),Pangasinan,5/1/2020,January,1,0,0
1,100000000,102800000,Region I (Ilocos Region),Ilocos Norte,5/1/2020,January,1,0,0
2,100000000,102900000,Region I (Ilocos Region),Ilocos Sur,5/1/2020,January,1,0,0
3,100000000,103300000,Region I (Ilocos Region),La Union,5/1/2020,January,1,1,0
4,100000000,105500000,Region I (Ilocos Region),Pangasinan,5/1/2020,January,1,12,0
5,200000000,200900000,Region II (Cagayan Valley),Batanes,5/1/2020,January,1,0,0
6,200000000,201500000,Region II (Cagayan Valley),Cagayan,5/1/2020,January,1,13,0
7,200000000,203100000,Region II (Cagayan Valley),Isabela,5/1/2020,January,1,45,0
8,200000000,205000000,Region II (Cagayan Valley),Nueva Vizcaya,5/1/2020,January,1,30,0
9,200000000,205700000,Region II (Cagayan Valley),Quirino,5/1/2020,January,1,14,0
10,200000000,203100000,Region II (Cagayan Valley),Isabela,5/1/2020,January,1,6,1
11,300000000,305400000,Region III (Central Luzon),Pampanga,5/1/2020,January,1,5,0
12,300000000,307700000,Region III (Central Luzon),Aurora,5/1/2020,January,1,0,0
13,300000000,300800000,Region III (Central Luzon),Bataan,5/1/2020,January,1,11,0
14,300000000,301400000,Region III (Central Luzon),Bulacan,5/1/2020,January,1,59,1
15,300000000,304900000,Region III (Central Luzon),Nueva Ecija,5/1/2020,January,1,90,0
16,300000000,307100000,Region III (Central Luzon),Zambales,5/1/2020,January,1,5,0
17,300000000,305400000,Region III (Central Luzon),Pampanga,5/1/2020,January,1,74,0
18,300000000,306900000,Region III (Central Luzon),Tarlac,5/1/2020,January,1,9,0
19,300000000,307100000,Region III (Central Luzon),Zambales,5/1/2020,January,1,5,0
20,400000000,401000000,Region IV-A (CALABARZON),Batangas,5/1/2020,January,1,136,1
21,400000000,402100000,Region IV-A (CALABARZON),Cavite,5/1/2020,January,1,312,3
22,400000000,403400000,Region IV-A (CALABARZON),Laguna,5/1/2020,January,1,179,1
23,400000000,405600000,Region IV-A (CALABARZON),Quezon,5/1/2020,January,1,7,0
24,400000000,405600000,Region IV-A (CALABARZON),Quezon,5/1/2020,January,1,85,0
25,400000000,405800000,Region IV-A (CALABARZON),Rizal,5/1/2020,January,1,194,1
26,1700000000,1704000000,MIMAROPA Region,Marinduque,5/1/2020,January,1,0,0
27,1700000000,1705100000,MIMAROPA Region,Occidental Mindoro,5/1/2020,January,1,0,0
28,1700000000,1705200000,MIMAROPA Region,Oriental Mindoro,5/1/2020,January,1,0,0
29,1700000000,1705300000,MIMAROPA Region,Palawan,5/1/2020,January,1,0,0
30,1700000000,1705300000,MIMAROPA Region,Palawan,5/1/2020,January,1,0,0
31,1700000000,1705900000,MIMAROPA Region,Romblon,5/1/2020,January,1,1,0
32,500000000,500500000,Region V (Bicol Region),Albay,5/1/2020,January,1,17,0
33,500000000,501600000,Region V (Bicol Region),Camarines Norte,5/1/2020,January,1,12,0
34,500000000,501700000,Region V (Bicol Region),Camarines Sur,5/1/2020,January,1,53,0
35,500000000,502000000,Region V (Bicol Region),Catanduanes,5/1/2020,January,1,1,0
36,500000000,504100000,Region V (Bicol Region),Masbate,5/1/2020,January,1,5,0
37,500000000,501700000,Region V (Bicol Region),Camarines Sur,5/1/2020,January,1,13,0
38,500000000,506200000,Region V (Bicol Region),Sorsogon,5/1/2020,January,1,15,0
39,600000000,600400000,Region VI (Western Visayas),Aklan,5/1/2020,January,1,0,0
40,600000000,600600000,Region VI (Western Visayas),Antique,5/1/2020,January,1,0,0
41,600000000,604500000,Region VI (Western Visayas),Negros Occidental,5/1/2020,January,1,0,0
42,600000000,601900000,Region VI (Western Visayas),Capiz,5/1/2020,January,1,0,0
43,600000000,607900000,Region VI (Western Visayas),Guimaras,5/1/2020,January,1,0,0
44,600000000,603000000,Region VI (Western Visayas),Iloilo,5/1/2020,January,1,0,0
45,600000000,603000000,Region VI (Western Visayas),Iloilo,5/1/2020,January,1,0,0
46,600000000,604500000,Region VI (Western Visayas),Negros Occidental,5/1/2020,January,1,0,0
47,700000000,701200000,Region VII (Central Visayas),Bohol,5/1/2020,January,1,256,0
48,700000000,702200000,Region VII (Central Visayas),Cebu,5/1/2020,January,1,287,3
49,700000000,702200000,Region VII (Central Visayas),Cebu,5/1/2020,January,1,122,0
50,700000000,702200000,Region VII (Central Visayas),Cebu,5/1/2020,January,1,99,0
51,700000000,702200000,Region VII (Central Visayas),Cebu,5/1/2020,January,1,35,1
52,700000000,704600000,Region VII (Central Visayas),Negros Oriental,5/1/2020,January,1,102,0
53,700000000,706100000,Region VII (Central Visayas),Siquijor,5/1/2020,January,1,26,0
54,800000000,807800000,Region VIII (Eastern Visayas),Biliran,5/1/2020,January,1,0,0
55,800000000,802600000,Region VIII (Eastern Visayas),Eastern Samar,5/1/2020,January,1,0,0
56,800000000,803700000,Region VIII (Eastern Visayas),Leyte,5/1/2020,January,1,18,1
57,800000000,804800000,Region VIII (Eastern Visayas),Northern Samar,5/1/2020,January,1,1,0
58,800000000,803700000,Region VIII (Eastern Visayas),Leyte,5/1/2020,January,1,0,0
59,800000000,806000000,Region VIII (Eastern Visayas),Samar,5/1/2020,January,1,7,0
60,800000000,806400000,Region VIII (Eastern Visayas),Southern Leyte,5/1/2020,January,1,0,0
61,800000000,803700000,Region VIII (Eastern Visayas),Leyte,5/1/2020,January,1,0,0
62,900000000,990100000,Region IX (Zamboanga Peninsula),City of Isabela (Not a Province),5/1/2020,January,1,3,0
63,900000000,907300000,Region IX (Zamboanga Peninsula),Zamboanga del Sur,5/1/2020,January,1,30,0
64,900000000,907200000,Region IX (Zamboanga Peninsula),Zamboanga del Norte,5/1/2020,January,1,46,0
65,900000000,907300000,Region IX (Zamboanga Peninsula),Zamboanga del Sur,5/1/2020,January,1,19,0
66,900000000,908300000,Region IX (Zamboanga Peninsula),Zamboanga Sibugay,5/1/2020,January,1,22,0
67,1000000000,1001300000,Region X (Northern Mindanao),Bukidnon,5/1/2020,January,1,11,0
68,1000000000,1004300000,Region X (Northern Mindanao),Misamis Oriental,5/1/2020,January,1,19,0
69,1000000000,1001800000,Region X (Northern Mindanao),Camiguin,5/1/2020,January,1,5,0
70,1000000000,1003500000,Region X (Northern Mindanao),Lanao del Norte,5/1/2020,January,1,6,0
71,1000000000,1003500000,Region X (Northern Mindanao),Lanao del Norte,5/1/2020,January,1,17,0
72,1000000000,1004200000,Region X (Northern Mindanao),Misamis Occidental,5/1/2020,January,1,12,0
73,1000000000,1004300000,Region X (Northern Mindanao),Misamis Oriental,5/1/2020,January,1,10,0
74,1100000000,1102400000,Region XI (Davao Region),Davao del Sur,5/1/2020,January,1,1,0
75,1100000000,1108200000,Region XI (Davao Region),Davao de Oro,5/1/2020,January,1,0,0
76,1100000000,1102300000,Region XI (Davao Region),Davao del Norte,5/1/2020,January,1,2,0
77,1100000000,1102400000,Region XI (Davao Region),Davao del Sur,5/1/2020,January,1,0,0
78,1100000000,1108600000,Region XI (Davao Region),Davao Occidental,5/1/2020,January,1,0,0
79,1100000000,1102500000,Region XI (Davao Region),Davao Oriental,5/1/2020,January,1,0,0
80,1200000000,1204700000,Region XII (SOCCSKSARGEN),Cotabato,5/1/2020,January,1,0,0
81,1200000000,1206300000,Region XII (SOCCSKSARGEN),South Cotabato,5/1/2020,January,1,0,0
82,1200000000,1204700000,Region XII (SOCCSKSARGEN),Cotabato,5/1/2020,January,1,0,0
83,1200000000,1208000000,Region XII (SOCCSKSARGEN),Sarangani,5/1/2020,January,1,0,0
84,1200000000,1206300000,Region XII (SOCCSKSARGEN),South Cotabato,5/1/2020,January,1,0,0
85,1200000000,1206500000,Region XII (SOCCSKSARGEN),Sultan Kudarat,5/1/2020,January,1,0,0
86,1900000000,1900700000,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Basilan,5/1/2020,January,1,3,0
87,1900000000,1903600000,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Lanao del Sur,5/1/2020,January,1,34,0
88,1900000000,1908700000,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Norte,5/1/2020,January,1,13,0
89,1900000000,1906600000,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Sulu,5/1/2020,January,1,4,0
90,1900000000,1907000000,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Tawi-Tawi,5/1/2020,January,1,2,0
91,1400000000,1400100000,Cordillera Administrative Region (CAR),Abra,5/1/2020,January,1,4,0
92,1400000000,1408100000,Cordillera Administrative Region (CAR),Apayao,5/1/2020,January,1,7,0
93,1400000000,1401100000,Cordillera Administrative Region (CAR),Benguet,5/1/2020,January,1,8,0
94,1400000000,1401100000,Cordillera Administrative Region (CAR),Benguet,5/1/2020,January,1,24,0
95,1400000000,1402700000,Cordillera Administrative Region (CAR),Ifugao,5/1/2020,January,1,11,0
96,1400000000,1403200000,Cordillera Administrative Region (CAR),Kalinga,5/1/2020,January,1,15,0
97,1400000000,1404400000,Cordillera Administrative Region (CAR),Mountain Province,5/1/2020,January,1,1,0
98,1600000000,1600200000,Region XIII (Caraga),Agusan del Norte,5/1/2020,January,1,21,1
99,1600000000,1600300000,Region XIII (Caraga),Agusan del Sur,5/1/2020,January,1,49,0
100,1600000000,1606800000,Region XIII (Caraga),Surigao del Sur,5/1/2020,January,1,15,0
101,1600000000,1600300000,Region XIII (Caraga),Agusan del Sur,5/1/2020,January,1,6,0
102,1600000000,1600200000,Region XIII (Caraga),Agusan del Norte,5/1/2020,January,1,19,0
103,1600000000,1600200000,Region XIII (Caraga),Agusan del Norte,5/1/2020,January,1,8,0
104,1600000000,1608500000,Region XIII (Caraga),Dinagat Islands,5/1/2020,January,1,21,1
105,1600000000,1606700000,Region XIII (Caraga),Surigao del Norte,5/1/2020,January,1,34,1
106,1600000000,1606700000,Region XIII (Caraga),Surigao del Norte,5/1/2020,January,1,60,0
107,1600000000,1606800000,Region XIII (Caraga),Surigao del Sur,5/1/2020,January,1,41,0
108,1600000000,1606800000,Region XIII (Caraga),Surigao del Sur,5/1/2020,January,1,8,0
109,1300000000,1307500000,National Capital Region (NCR),"NCR, Third District (Not a Province)",5/1/2020,January,1,10,0
110,1300000000,1307600000,National Capital Region (NCR),"NCR, Fourth District (Not a Province)",5/1/2020,January,1,1,0
111,1300000000,1307500000,National Capital Region (NCR),"NCR, Third District (Not a Province)",5/1/2020,January,1,1,0
112,1300000000,1307600000,National Capital Region (NCR),"NCR, Fourth District (Not a Province)",5/1/2020,January,1,11,0
113,1300000000,1307400000,National Capital Region (NCR),"NCR, Second District (Not a Province)",5/1/2020,January,1,2,0
114,1300000000,1303900000,National Capital Region (NCR),"NCR, City of Manila, First District (Not a Province)",5/1/2020,January,1,11,0
115,1300000000,1307400000,National Capital Region (NCR),"NCR, Second District (Not a Province)",5/1/2020,January,1,11,0
116,1300000000,1307600000,National Capital Region (NCR),"NCR, Fourth District (Not a Province)",5/1/2020,January,1,6,0
117,1300000000,1307500000,National Capital Region (NCR),"NCR, Third District (Not a Province)",5/1/2020,January,1,6,0
118,1300000000,1307600000,National Capital Region (NCR),"NCR, Fourth District (Not a Province)",5/1/2020,January,1,5,0
119,1300000000,1307600000,National Capital Region (NCR),"NCR, Fourth District (Not a Province)",5/1/2020,January,1,2,0
120,1300000000,1307400000,National Capital Region (NCR),"NCR, Second District (Not a Province)",5/1/2020,January,1,13,0
121,1300000000,1307600000,National Capital Region (NCR),"NCR, Fourth District (Not a Province)",5/1/2020,January,1,2,0
122,1300000000,1307400000,National Capital Region (NCR),"NCR, Second District (Not a Province)",5/1/2020,January,1,16,0
123,1300000000,1307400000,National Capital Region (NCR),"NCR, Second District (Not a Province)",5/1/2020,January,1,0,0
124,1300000000,1307600000,National Capital Region (NCR),"NCR, Fourth District (Not a Province)",5/1/2020,January,1,27,0
125,1300000000,1307500000,National Capital Region (NCR),"NCR, Third District (Not a Province)",5/1/2020,January,1,10,0
126,500000000,500500000,Region V (Bicol Region),Albay,12/1/2020,January,1,6,0
127,500000000,500500000,Region V (Bicol Region),Albay,19/1/2020,January,1,13,0
128,500000000,500500000,Region V (Bicol Region),Albay,26/1/2020,January,1,12,1
129,500000000,500500000,Region V (Bicol Region),Albay,2/2/2020,February,2,11,0
130,500000000,500500000,Region V (Bicol Region),Albay,9/2/2020,February,2,11,0
131,500000000,500500000,Region V (Bicol Region),Albay,16/2/2020,February,2,15,1
132,500000000,500500000,Region V (Bicol Region),Albay,23/2/2020,February,2,8,0
133,500000000,500500000,Region V (Bicol Region),Albay,1/3/2020,March,3,7,0
134,500000000,500500000,Region V (Bicol Region),Albay,8/3/2020,March,3,7,0
135,500000000,500500000,Region V (Bicol Region),Albay,15/3/2020,March,3,7,0
136,500000000,500500000,Region V (Bicol Region),Albay,22/3/2020,March,3,8,1
137,500000000,500500000,Region V (Bicol Region),Albay,29/3/2020,March,3,2,0
138,500000000,500500000,Region V (Bicol Region),Albay,5/4/2020,April,4,2,0
139,500000000,500500000,Region V (Bicol Region),Albay,12/4/2020,April,4,2,1
140,500000000,500500000,Region V (Bicol Region),Albay,19/4/2020,April,4,1,0
141,500000000,500500000,Region V (Bicol Region),Albay,26/4/2020,April,4,1,0
142,500000000,500500000,Region V (Bicol Region),Albay,3/5/2020,May,5,0,0
143,500000000,500500000,Region V (Bicol Region),Albay,10/5/2020,May,5,0,0
144,500000000,500500000,Region V (Bicol Region),Albay,17/5/2020,May,5,0,0
145,500000000,500500000,Region V (Bicol Region),Albay,24/5/2020,May,5,0,0
146,500000000,500500000,Region V (Bicol Region),Albay,31/5/2020,May,5,0,0
147,500000000,500500000,Region V (Bicol Region),Albay,7/6/2020,June,6,0,0
148,500000000,500500000,Region V (Bicol Region),Albay,14/6/2020,June,6,1,0
149,500000000,500500000,Region V (Bicol Region),Albay,21/6/2020,June,6,0,0
150,500000000,500500000,Region V (Bicol Region),Albay,28/6/2020,June,6,0,0
151,500000000,500500000,Region V (Bicol Region),Albay,5/7/2020,July,7,1,0
152,500000000,500500000,Region V (Bicol Region),Albay,12/7/2020,July,7,0,0
153,500000000,500500000,Region V (Bicol Region),Albay,19/7/2020,July,7,0,0
154,500000000,500500000,Region V (Bicol Region),Albay,26/7/2020,July,7,0,0
155,500000000,500500000,Region V (Bicol Region),Albay,2/8/2020,August,8,0,0
156,500000000,500500000,Region V (Bicol Region),Albay,9/8/2020,August,8,0,0
157,500000000,500500000,Region V (Bicol Region),Albay,16/8/2020,August,8,0,0
158,500000000,500500000,Region V (Bicol Region),Albay,23/8/2020,August,8,1,0
159,500000000,500500000,Region V (Bicol Region),Albay,30/8/2020,August,8,0,0
160,500000000,500500000,Region V (Bicol Region),Albay,6/9/2020,September,9,1,0
161,500000000,500500000,Region V (Bicol Region),Albay,13/9/2020,September,9,0,0
162,500000000,500500000,Region V (Bicol Region),Albay,20/9/2020,September,9,1,0
163,500000000,500500000,Region V (Bicol Region),Albay,27/9/2020,September,9,1,0
164,500000000,500500000,Region V (Bicol Region),Albay,4/10/2020,October,10,0,0
165,500000000,500500000,Region V (Bicol Region),Albay,11/10/2020,October,10,0,0
166,500000000,500500000,Region V (Bicol Region),Albay,18/10/2020,October,10,0,0
167,500000000,500500000,Region V (Bicol Region),Albay,25/10/2020,October,10,0,0
168,500000000,500500000,Region V (Bicol Region),Albay,1/11/2020,November,11,0,0
169,500000000,500500000,Region V (Bicol Region),Albay,8/11/2020,November,11,0,0
170,500000000,500500000,Region V (Bicol Region),Albay,15/11/2020,November,11,0,0
171,500000000,500500000,Region V (Bicol Region),Albay,22/11/2020,November,11,1,0
172,500000000,500500000,Region V (Bicol Region),Albay,29/11/2020,November,11,2,0
173,500000000,500500000,Region V (Bicol Region),Albay,6/12/2020,December,12,2,0
174,500000000,500500000,Region V (Bicol Region),Albay,13/12/2020,December,12,0,0
175,500000000,500500000,Region V (Bicol Region),Albay,20/12/2020,December,12,0,0
176,500000000,500500000,Region V (Bicol Region),Albay,27/12/2020,December,12,2,0
177,300000000,305400000,Region III (Central Luzon),Pampanga,6/9/2020,September,9,5,0
178,300000000,305400000,Region III (Central Luzon),Pampanga,13/9/2020,September,9,9,0
179,300000000,305400000,Region III (Central Luzon),Pampanga,20/9/2020,September,9,9,1
180,300000000,305400000,Region III (Central Luzon),Pampanga,27/9/2020,September,9,10,0
181,300000000,305400000,Region III (Central Luzon),Pampanga,4/10/2020,October,10,9,0
182,300000000,305400000,Region III (Central Luzon),Pampanga,11/10/2020,October,10,4,0
183,300000000,305400000,Region III (Central Luzon),Pampanga,18/10/2020,October,10,7,0
184,300000000,305400000,Region III (Central Luzon),Pampanga,25/10/2020,October,10,7,0
185,300000000,305400000,Region III (Central Luzon),Pampanga,1/11/2020,November,11,3,0
186,300000000,305400000,Region III (Central Luzon),Pampanga,8/11/2020,November,11,3,0
187,300000000,305400000,Region III (Central Luzon),Pampanga,15/11/2020,November,11,3,0
188,300000000,305400000,Region III (Central Luzon),Pampanga,22/11/2020,November,11,4,0
189,300000000,305400000,Region III (Central Luzon),Pampanga,29/11/2020,November,11,7,0
190,300000000,305400000,Region III (Central Luzon),Pampanga,6/12/2020,December,12,5,0
191,300000000,305400000,Region III (Central Luzon),Pampanga,13/12/2020,December,12,11,0
192,300000000,305400000,Region III (Central Luzon),Pampanga,20/12/2020,December,12,24,0
193,300000000,305400000,Region III (Central Luzon),Pampanga,27/12/2020,December,12,11,0
194,300000000,305400000,Region III (Central Luzon),Pampanga,12/1/2020,January,1,30,0
195,300000000,305400000,Region III (Central Luzon),Pampanga,19/1/2020,January,1,43,0
196,300000000,305400000,Region III (Central Luzon),Pampanga,26/1/2020,January,1,34,0
197,300000000,305400000,Region III (Central Luzon),Pampanga,2/2/2020,February,2,31,0
198,300000000,305400000,Region III (Central Luzon),Pampanga,9/2/2020,February,2,23,0
199,300000000,305400000,Region III (Central Luzon),Pampanga,16/2/2020,February,2,19,0
200,300000000,305400000,Region III (Central Luzon),Pampanga,23/2/2020,February,2,17,0
201,300000000,305400000,Region III (Central Luzon),Pampanga,1/3/2020,March,3,4,0
202,300000000,305400000,Region III (Central Luzon),Pampanga,8/3/2020,March,3,21,0
203,300000000,305400000,Region III (Central Luzon),Pampanga,15/3/2020,March,3,8,0
204,300000000,305400000,Region III (Central Luzon),Pampanga,22/3/2020,March,3,1,0
205,300000000,305400000,Region III (Central Luzon),Pampanga,29/3/2020,March,3,3,0
206,300000000,305400000,Region III (Central Luzon),Pampanga,5/4/2020,April,4,0,0
207,300000000,305400000,Region III (Central Luzon),Pampanga,12/4/2020,April,4,1,0
208,300000000,305400000,Region III (Central Luzon),Pampanga,19/4/2020,April,4,0,0
209,300000000,305400000,Region III (Central Luzon),Pampanga,26/4/2020,April,4,0,0
210,300000000,305400000,Region III (Central Luzon),Pampanga,3/5/2020,May,5,0,0
211,300000000,305400000,Region III (Central Luzon),Pampanga,10/5/2020,May,5,0,0
212,300000000,305400000,Region III (Central Luzon),Pampanga,17/5/2020,May,5,0,0
213,300000000,305400000,Region III (Central Luzon),Pampanga,24/5/2020,May,5,0,0
214,300000000,305400000,Region III (Central Luzon),Pampanga,31/5/2020,May,5,1,0
215,300000000,305400000,Region III (Central Luzon),Pampanga,7/6/2020,June,6,0,0
216,300000000,305400000,Region III (Central Luzon),Pampanga,14/6/2020,June,6,2,0
217,300000000,305400000,Region III (Central Luzon),Pampanga,21/6/2020,June,6,0,0
218,300000000,305400000,Region III (Central Luzon),Pampanga,28/6/2020,June,6,0,0
219,300000000,305400000,Region III (Central Luzon),Pampanga,5/7/2020,July,7,2,0
220,300000000,305400000,Region III (Central Luzon),Pampanga,12/7/2020,July,7,1,0
221,300000000,305400000,Region III (Central Luzon),Pampanga,19/7/2020,July,7,1,0
222,300000000,305400000,Region III (Central Luzon),Pampanga,26/7/2020,July,7,3,0
223,300000000,305400000,Region III (Central Luzon),Pampanga,2/8/2020,August,8,3,0
224,300000000,305400000,Region III (Central Luzon),Pampanga,9/8/2020,August,8,0,0
225,300000000,305400000,Region III (Central Luzon),Pampanga,16/8/2020,August,8,0,0
226,300000000,305400000,Region III (Central Luzon),Pampanga,23/8/2020,August,8,3,0
227,300000000,305400000,Region III (Central Luzon),Pampanga,30/8/2020,August,8,0,0
228,300000000,307700000,Region III (Central Luzon),Aurora,12/1/2020,January,1,7,0
229,300000000,307700000,Region III (Central Luzon),Aurora,19/1/2020,January,1,6,0
230,300000000,307700000,Region III (Central Luzon),Aurora,26/1/2020,January,1,11,0
231,300000000,307700000,Region III (Central Luzon),Aurora,2/2/2020,February,2,8,0
232,300000000,307700000,Region III (Central Luzon),Aurora,9/2/2020,February,2,7,0
233,300000000,307700000,Region III (Central Luzon),Aurora,16/2/2020,February,2,1,0
234,300000000,307700000,Region III (Central Luzon),Aurora,23/2/2020,February,2,4,0
235,300000000,307700000,Region III (Central Luzon),Aurora,1/3/2020,March,3,5,0
236,300000000,307700000,Region III (Central Luzon),Aurora,8/3/2020,March,3,5,0
237,300000000,307700000,Region III (Central Luzon),Aurora,15/3/2020,March,3,3,0
238,300000000,307700000,Region III (Central Luzon),Aurora,22/3/2020,March,3,5,0
239,300000000,307700000,Region III (Central Luzon),Aurora,29/3/2020,March,3,3,0
240,300000000,307700000,Region III (Central Luzon),Aurora,5/4/2020,April,4,2,0
241,300000000,307700000,Region III (Central Luzon),Aurora,12/4/2020,April,4,1,0
242,300000000,307700000,Region III (Central Luzon),Aurora,19/4/2020,April,4,2,0
243,300000000,307700000,Region III (Central Luzon),Aurora,26/4/2020,April,4,0,0
244,300000000,307700000,Region III (Central Luzon),Aurora,3/5/2020,May,5,0,0
245,300000000,307700000,Region III (Central Luzon),Aurora,10/5/2020,May,5,3,0
246,300000000,307700000,Region III (Central Luzon),Aurora,17/5/2020,May,5,1,0
247,300000000,307700000,Region III (Central Luzon),Aurora,24/5/2020,May,5,0,0
248,300000000,307700000,Region III (Central Luzon),Aurora,31/5/2020,May,5,2,0
249,300000000,307700000,Region III (Central Luzon),Aurora,7/6/2020,June,6,1,0
250,300000000,307700000,Region III (Central Luzon),Aurora,14/6/2020,June,6,12,0
251,300000000,307700000,Region III (Central Luzon),Aurora,21/6/2020,June,6,5,0
252,300000000,307700000,Region III (Central Luzon),Aurora,28/6/2020,June,6,3,0
253,300000000,307700000,Region III (Central Luzon),Aurora,5/7/2020,July,7,9,0
254,300000000,307700000,Region III (Central Luzon),Aurora,12/7/2020,July,7,4,0
255,300000000,307700000,Region III (Central Luzon),Aurora,19/7/2020,July,7,5,0
256,300000000,307700000,Region III (Central Luzon),Aurora,26/7/2020,July,7,7,0
257,300000000,307700000,Region III (Central Luzon),Aurora,2/8/2020,August,8,15,0
258,300000000,307700000,Region III (Central Luzon),Aurora,9/8/2020,August,8,5,0
259,300000000,307700000,Region III (Central Luzon),Aurora,16/8/2020,August,8,19,0
260,300000000,307700000,Region III (Central Luzon),Aurora,23/8/2020,August,8,11,0
261,300000000,307700000,Region III (Central Luzon),Aurora,30/8/2020,August,8,10,0
262,300000000,307700000,Region III (Central Luzon),Aurora,6/9/2020,September,9,3,0
263,300000000,307700000,Region III (Central Luzon),Aurora,13/9/2020,September,9,5,0
264,300000000,307700000,Region III (Central Luzon),Aurora,20/9/2020,September,9,2,0
265,300000000,307700000,Region III (Central Luzon),Aurora,27/9/2020,September,9,0,0
266,300000000,307700000,Region III (Central Luzon),Aurora,4/10/2020,October,10,4,0
267,300000000,307700000,Region III (Central Luzon),Aurora,11/10/2020,October,10,3,0
268,300000000,307700000,Region III (Central Luzon),Aurora,18/10/2020,October,10,2,0
269,300000000,307700000,Region III (Central Luzon),Aurora,25/10/2020,October,10,1,0
270,300000000,307700000,Region III (Central Luzon),Aurora,1/11/2020,November,11,0,0
271,300000000,307700000,Region III (Central Luzon),Aurora,8/11/2020,November,11,0,0
272,300000000,307700000,Region III (Central Luzon),Aurora,15/11/2020,November,11,6,0
273,300000000,307700000,Region III (Central Luzon),Aurora,22/11/2020,November,11,0,0
274,300000000,307700000,Region III (Central Luzon),Aurora,29/11/2020,November,11,2,0
275,300000000,307700000,Region III (Central Luzon),Aurora,6/12/2020,December,12,2,0
276,300000000,307700000,Region III (Central Luzon),Aurora,13/12/2020,December,12,2,0
277,300000000,307700000,Region III (Central Luzon),Aurora,20/12/2020,December,12,1,0
278,300000000,307700000,Region III (Central Luzon),Aurora,27/12/2020,December,12,0,0
279,300000000,300800000,Region III (Central Luzon),Bataan,12/1/2020,January,1,33,0
280,300000000,300800000,Region III (Central Luzon),Bataan,19/1/2020,January,1,86,0
281,300000000,300800000,Region III (Central Luzon),Bataan,26/1/2020,January,1,59,0
282,300000000,300800000,Region III (Central Luzon),Bataan,2/2/2020,February,2,70,0
283,300000000,300800000,Region III (Central Luzon),Bataan,9/2/2020,February,2,56,0
284,300000000,300800000,Region III (Central Luzon),Bataan,16/2/2020,February,2,30,0
285,300000000,300800000,Region III (Central Luzon),Bataan,23/2/2020,February,2,51,0
286,300000000,300800000,Region III (Central Luzon),Bataan,1/3/2020,March,3,42,0
287,300000000,300800000,Region III (Central Luzon),Bataan,8/3/2020,March,3,40,0
288,300000000,300800000,Region III (Central Luzon),Bataan,15/3/2020,March,3,36,0
289,300000000,300800000,Region III (Central Luzon),Bataan,22/3/2020,March,3,15,0
290,300000000,300800000,Region III (Central Luzon),Bataan,29/3/2020,March,3,9,0
291,300000000,300800000,Region III (Central Luzon),Bataan,5/4/2020,April,4,5,0
292,300000000,300800000,Region III (Central Luzon),Bataan,12/4/2020,April,4,12,0
293,300000000,300800000,Region III (Central Luzon),Bataan,19/4/2020,April,4,5,0
294,300000000,300800000,Region III (Central Luzon),Bataan,26/4/2020,April,4,5,0
295,300000000,300800000,Region III (Central Luzon),Bataan,3/5/2020,May,5,8,0
296,300000000,300800000,Region III (Central Luzon),Bataan,10/5/2020,May,5,6,0
297,300000000,300800000,Region III (Central Luzon),Bataan,17/5/2020,May,5,9,0
298,300000000,300800000,Region III (Central Luzon),Bataan,24/5/2020,May,5,0,0
299,300000000,300800000,Region III (Central Luzon),Bataan,31/5/2020,May,5,6,0
300,300000000,300800000,Region III (Central Luzon),Bataan,7/6/2020,June,6,7,0
301,300000000,300800000,Region III (Central Luzon),Bataan,14/6/2020,June,6,7,0
302,300000000,300800000,Region III (Central Luzon),Bataan,21/6/2020,June,6,9,0
303,300000000,300800000,Region III (Central Luzon),Bataan,28/6/2020,June,6,9,0
304,300000000,300800000,Region III (Central Luzon),Bataan,5/7/2020,July,7,14,0
305,300000000,300800000,Region III (Central Luzon),Bataan,12/7/2020,July,7,10,0
306,300000000,300800000,Region III (Central Luzon),Bataan,19/7/2020,July,7,22,1
307,300000000,300800000,Region III (Central Luzon),Bataan,26/7/2020,July,7,22,1
308,300000000,300800000,Region III (Central Luzon),Bataan,2/8/2020,August,8,24,0
309,300000000,300800000,Region III (Central Luzon),Bataan,9/8/2020,August,8,24,0
310,300000000,300800000,Region III (Central Luzon),Bataan,16/8/2020,August,8,19,0
311,300000000,300800000,Region III (Central Luzon),Bataan,23/8/2020,August,8,10,0
312,300000000,300800000,Region III (Central Luzon),Bataan,30/8/2020,August,8,7,0
313,300000000,300800000,Region III (Central Luzon),Bataan,6/9/2020,September,9,10,0
314,300000000,300800000,Region III (Central Luzon),Bataan,13/9/2020,September,9,9,0
315,300000000,300800000,Region III (Central Luzon),Bataan,20/9/2020,September,9,9,0
316,300000000,300800000,Region III (Central Luzon),Bataan,27/9/2020,September,9,7,0
317,300000000,300800000,Region III (Central Luzon),Bataan,4/10/2020,October,10,10,0
318,300000000,300800000,Region III (Central Luzon),Bataan,11/10/2020,October,10,11,0
319,300000000,300800000,Region III (Central Luzon),Bataan,18/10/2020,October,10,15,0
